distance_m,distance_earth_radii,earth_solid_angle_sr,earth_ir_flux_w_m2,earth_albedo_flux_w_m2,extra_heat_ir_only_w,extra_heat_ir_plus_albedo_w,temperature_ir_only_k,temperature_ir_plus_albedo_k
17740058.494197056,2.784501411740238,0.4191684557333645,30.824995092262558,26.330220703286198,3.082499509226256,3.345801716259118,271.5351242451193,277.1564945802218
18012464.732022054,2.8272586300458413,0.4061507239225212,29.899699539427605,25.539847953866715,2.9899699539427607,3.2453684334814277,269.47412246296597,275.052820629552
18289053.88493888,2.870672403851653,0.39355124469267627,29.00217923384046,24.773200379031508,2.900217923384046,3.147949927174362,267.42876594970454,272.965115762483
18569890.183410197,2.914752814850133,0.38135567174171103,28.13160042637356,24.029565803532062,2.813160042637356,3.0534557006726764,265.39893598411584,270.8932587979535
18855038.844184916,2.959510099542445,0.36955021140242367,27.287154395133683,23.30825342998553,2.7287154395133686,2.9617979738132236,263.3845147468829,268.83712947543074
19144566.085443377,3.004954651615661,0.3581215972341863,26.468056694200868,22.608593197159447,2.646805669420087,2.8728916013916814,261.3853853137605,266.7966084479371
19438539.14217444,3.051097024356371,0.34705706606550607,25.673546424920346,21.929935157520873,2.5673546424920346,2.7866539940672435,259.40143164880106,264.7715772751349
19737026.281789333,3.097947933101449,0.3363443353851124,24.902885529066925,21.27164887346867,2.4902885529066925,2.7030050416413793,257.43253859762865,262.76191841646
20040096.819974612,3.145518257726356,0.325971581987881,24.155358103228526,20.63312283169081,2.4155358103228526,2.6218670386397607,255.47859188076816,260.76751522431175
20347821.13678922,3.1938190451717503,0.3159274217896136,23.430269733768785,20.01376387509999,2.3430269733768787,2.543164612127878,253.5394780870216,258.7882519372909
20660270.693008054,3.2428615120087985,0.3062008907318092,22.72694685175416,19.412996651822645,2.272694685175416,2.4668246516936425,251.6150846668992,256.8240136734938
20977518.04671714,3.292657047043971,0.29678142670384466,22.044736107243036,18.83026308072664,2.2044736107243037,2.3927762415315703,249.7052999260969,254.87468642385326
21299636.870162997,3.3432172139637415,0.2876588524158442,21.38300376235876,18.265021832993895,2.1383003762358763,2.320950594565815,247.81001301902748,252.94015704553473
21626701.966861393,3.394553754019996,0.2788233591606707,20.7411351025798,17.716747829253833,2.07411351025798,2.2512809885505183,245.92911394239763,251.0203132553792
21958789.288968153,3.446678588756577,0.27026549140833744,20.118533865702936,17.18493175181278,2.011853386570294,2.1837027040884216,244.06249352883788,249.11504362339974
22295975.954917174,3.4996038227777704,0.2619761321803804,19.51462168794676,16.6690795715244,1.9514621687946763,2.11815296450992,242.21004344057883,247.22423756632566
22638340.267329242,3.553341746559291,0.2539464891557636,18.92883756668193,16.16871208886241,1.8928837566681933,2.0545708775568174,240.37165616317583,245.3477853411958
22985961.731195424,3.607904839302374,0.24616808146345964,18.36063733928984,15.683364488769962,1.8360637339289843,1.992897378816684,238.54722499928462,243.48557803900397
23338921.072340358,3.663305771831794,0.238632727120147,17.80949317766353,15.212585908870333,1.7809493177663531,1.9330751768550565,236.73664406248056,241.63750757838883
23697300.25616828,3.719557409538264,0.2313325310745042,17.27489309788377,14.75593902064005,1.727489309788377,1.8750486999947773,234.93980827112966,239.80346669937651
24061182.50669771,3.7766728153661453,0.2242598738223088,16.756340484612366,14.312999623153198,1.6756340484612366,1.8187640446927686,233.15661334230262,237.9833489571671
24430652.325887617,3.8346652528469027,0.21740740055912341,16.253353629763204,13.883356249021583,1.6253353629763205,1.7641689254665363,231.38695578573933,236.17704871597292
24805795.51326113,3.89354818917927,0.21076801083962818,15.765465285020252,13.466609782162697,1.5765465285020253,1.7112126263236522,229.63073289785643,234.38446114290014
25186699.185829803,3.9533352983565853,0.20433484871483362,15.292222227788987,13.062373087042351,1.5292222227788987,1.6598459536493224,227.8878427558041,232.60548220188122
25573451.798324637,4.014040464342275,0.19810129332034856,14.833184840175948,12.670270649045689,1.4833184840175948,1.6100211905080517,226.15818421156533,230.8400086476502
25966143.1637369,4.075677784293973,0.19206094989069472,14.387926700607354,12.289938225644315,1.4387926700607354,1.5616920523171784,224.44165688610414,229.08793801976816
26364864.474175226,4.138261571837266,0.18620764117631597,13.956034187705418,11.92102250803373,1.395603418770542,1.514813643850879,222.7381611635552,227.34916863669082
26769708.322042152,4.201806360389602,0.18053539924147816,13.537106096056311,11.563180792928435,1.3537106096056313,1.4693424175349155,221.04759818546154,225.6235995898853
27180768.721536633,4.266326906535337,0.17503845762266607,13.130753263511014,11.216080664208258,1.3130753263511015,1.425236132993184,219.36986984505373,223.9111307379889
